Character,Dialogue,Sentiment
DAVID,"If you love me so much, Jack, you'll realize how disconcerting it is to share one's breakfast with the living dead!",Negative
ALEX,"No, a cab will be faster.",Negative
MRS. GOODHALL,You can't think that a man who has *served* under such conditions as exist over there will be in the slightest daunted by a little *snow*-- have you no idea how harsh and primitive and full of *disease* that part of the world is?,Negative
JETSON,She didn't know him.  But she said her son might.,Positive
NICK,I need someone to translate for me.,Negative
CHICO,I don't wanna work at all.,Negative
SODA JERK,"You bet, Mom! Coming up!",Positive
JETSON,"Three months.  We learn quickly.  We adapt.  It is our strength... what we were bred for, to adapt to hostile environments.",Positive
MERRICK,But the variety of food here is very pleasing... I commend you.,Positive
PATRICK,Fan of a fan.  You see a couple of minors come in?,Positive
MAX,"Yeah, I catch your hacks.  He's Satan's lap dog, or something.",Negative
JIMMY,I sure an glad they let Scraps ride up here with us.,Positive
JEFFREY,"No. Please, Dorothy. Why are you in so much trouble?",Negative
JOSEPHINE,I'm going with you.,Positive
BOURNE,How do they know that? How can they know any of that?,Negative
BATEMAN,That's not Paul Owen. Paul Owen's on the other side of the room. Over there.,Negative
KENT,"It doesn't seem possible, but - could it be an electrical storm center - ?",Negative
EVE,"Here, pick these up!",Positive
ADAM,There's something else I would like you to help me with.,Positive
DR. HIRSCH,I tried to investigate the attack. There are no records. The case was closed and now they've 'misplaced' the file. David's lacerations were cleaned and dressed when he arrived here and yet supposedly no doctor examined him before I did. The Goodman boy is already in the ground so he's no good to us. So I went to the pub in East Proctor where I was convinced of two things.,Negative
LAZARUS,These men you up under. How you let them do ya like that?,Negative
BETTINA,Want to come in?  Get dry for a minute.,Negative
FENCE,You took the chalice.,Negative
WELLES,"Mrs. Mathews?  It's Thomas.  Do you remember, I was there a few weeks ago... asking about your daughter...",Positive
STAN,You know what your problem is?  You just see the packages in front of you.  You don't see the big picture.,Negative
ALICE,"It was no suicide.  It was not an accident.  It was Freddy, and he's coming back for seconds, thirds, and fourths.",Negative
NORMAL,Ladies would be elsewhere.,Negative
JIM CUNNINGHAM,"Well, Gerald, I think you're afraid.",Negative
CORNELIUS,What're you laughing about?,Positive
MAX,How'm I s'posed to ever sleep there again knowing some pervo's probably touched everything I own?,Negative
STEED,I wasn't about to.,Negative
WELLES,Sure.  I'll call the guy.,Positive
ADAM,...I guess it's...just a matter of personal taste.,Negative
MILO,...You got my E-mail?,Negative
EMIL,"I ordered a Czech girl.  Daphne, you know her?",Negative
COLE,"Ride with me, cousin?",Positive
STAN,"Well, the first month it's great. The second month things calm down a little. By the third month you're looking through your old girlfriends' phone numbers; by the fourth month you're numb; by the fifth month, hopefully the football season starts.",Positive
NICK,"For God's sake, Ohashi, I need your help.  Let me out of here!",Negative
BOB,Not yet. But I'm hoping.,Positive
TRIP,"Plenty, but it was all bad.",Negative
ADAM,Okay. I like that.,Positive
KAT,Depends on the topic. My fenders don't really whip me into a verbal frenzy.,Negative
STAN,"I'm serious.  The burning bush, the big picture, the words in neon...",Positive
BOURNE,"It was my job. My first time. Your father was supposed to be alone. But then your mother, she came out of nowhere...  I had to change my plan.  You understand me?  You don't have to live like that anymore. Thinking that.",Negative
MIKE,What are watchin' this junk for?,Negative
KAYLEIGH,Sure you don't want your wallet?,Negative
JOSEPHINE,I like your stories.,Positive
DOROTHY,I want you to stay with me.,Positive
BEAMEN,"The town of Spectre. Best kept secret in Alabama. Says here you're from Ashton, right? Last person we had from Ashton was Norther Winslow.",Positive
CHICO,That's all right -- our men can ride your horses.,Positive
EDWARD,Look at me. I said LOOK AT ME!,Positive
DICKSON,"Oh, I did have a date with you tonight, didn't I?",Positive
TROY,What's it to you?!,Positive
ARON,He'll catch him.  Hi. This is Nina Aron.  I've got a run away and I'm going to need police assistance.,Negative
BOURNE,I don't want you to forgive me.,Negative
RICK,"How about this, a Trojan donkey.",Negative
JUKKA,"You know, Finlandia vodka?  Yes?",Negative
SAMPSON,Mr. Dickson! Mr. Dickson!,Positive
MATT,It'll be yours if you don't kick in with that ten bucks.,Positive
CANDY,You're a natural. You were born to drive a car like this.,Positive
SHARON,What's a synonym for throbbing?,Negative
FRANK,Shit Ben! How the shit are ya?,Negative
JEFFREY,"I'm sorry, I didn't...",Negative
GILES,"We do. For unsolicited manuscripts. We pay twenty pounds a manuscript. You might get two, maybe three in a week. Can you live on sixty pounds?",Negative
TREVES,"Yes, I think I can.",Positive
BRIAN,"Oh God, Stephen, what's going on with you?",Negative
LAZARUS,Thank you.  Oh. My wife. She had a card here for her migraine pills. She ain't gonna be around no more... So if you...,Positive
ADAM,"Oh, my holy stars! A Negro!",Positive
CHRISTIE,I'm not supposed to.  But I can make an exception.,Positive
TOMMY,Look what you made me do!,Positive
BOMB #20,"True, but since this is so, I have no proof that you are really telling me all this.",Negative
JACK,Maybe that pentangle was for something supernatural.,Negative
THORFINN,FIND the Rainbow Bridge?,Negative
KELLY,I'm so glad you're alive.,Positive
SLEEP 'N EAT,"Mantan, it is possible that my hyphenated sentences are entirely too complex for all the intellect contained in that diminutive coconut?",Negative
MAX,You and me both.,Positive
LENNY,Drop it or I'll slit your mother's throat in her sleep.,Negative
BEAMEN,You won't find a better place!,Negative
CATES,Want to try it again?,Negative
KORSHUNOV,"And what is it you do, Ms. Mitchell.",Positive
CLEMENTINE,"But can't you see... I love you, Antoine.",Positive
CHUCK,Could you watch Jango?,Positive
BOURNE,I left a fingerprint! You fucking people.,Negative
SALIERI,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention.",Negative
LORD WEST,"Well, sir, this nobleman is one of the gentlemen of His Majesty's closet, and one with whom our revered monarch is on terms of considerable intimacy.  I should say you would be wise to fix upon this nobleman your chief reliance for the advancement of your claim to the Viscounty which you propose to get.",Positive
BOBBIE,That's what we're going to find out...,Positive
JESSE,"If there's anything we can do for you, Dr. Mimms. We want to help.",Negative
KIMBALL,"I'm sorry to barge in on you like this. but I was supposed to talk to Luis Carruthers and he wasn't in and...well, you're here, so...I know how busy you guys can get.",Positive
MOZART,Oh yes? You always know everything.,Positive
MILLER,Your black hole damn near ripped my ship apart. It may have killed one of my men.  No one goes near that thing.,Negative
JANI,It's a shame there aren't more men in the world like you.,Negative
CHARLIE,"You didn't take, did you...?  You hear things.",Positive
GARY,"Everything I do is under scrutiny. The questions they ask, trying to make anything strategic look sordid.  I'm confused. Doesn't everybody in business try to get ahead?",Negative
COLE,"That's what the newspapers say. Weren't for Jesse James, this gang wouldn't be able to find a goat's ass with a stick.",Negative
CALVIN,"I know exactly what you mean!  Hey, honey?",Positive
HADEN,"Too bad, it would've covered your ass.  Now you're in the shit and so's the department. In case you haven't noticed, this wasn't our finest hour... I told you everyone was watchin' on this one. Maybe you better start thinkin' about writin' tickets off a three wheel bike.",Negative
HARDY,"It dawned on me one day that we were supposed to be a nation founded on the principle of questioning authority... and all I did here was follow orders. It didn't add up. Plus, I got kicked out.",Negative
ANTHONY,I keep it for emergencies.,Positive
RACHAEL,But if I don't plug it in how can I...,Negative
TRIP,I did it! I did it! We won!,Positive
LAZARUS,This gonna get you in trouble?,Negative
DUNWITTY,Do you know what C.P. Time is?,Negative
COUNTESS,"Your word ""empty"" makes me laugh. Is it fortunate, or unfortunate?  If it is fortunate, I congratulate myself.  If it is unfortunate, I do not care, for I am not aware of it.",Negative
ELAINE,"Mostly I remember...the nights when we were together. I remember how you used to hold me...and how I used to sit on your face and wriggle...and then afterwards how we'd watch until the sun came up. When it did, it was almost like...like each new day was created...only for us.",Negative
DR. EVIL,"Well done, Mr. Powers. We're not so different, you and I. It's true, you're British, and I'm Belgian. You have a full head of hair, mine is slightly receding. You're thin, I'm about forty pounds overweight. OK, we are different, I'm not making a very good point. However, isn't it ironic, Mr. Powers, that the very things you stand for-- swinging, free love, parties, distrust of authority- are all now, in the Nineties, considered to be... evil? Maybe we have more in common than you care to admit.",Negative
ALICE,Don't bring that up. Like a different girlfriend would'd've let you die?,Negative
BADCHUCK,"Do too much, I'll die.",Negative
RAE,I'm sorry... I didn't mean to shout...,Negative
THORFINN,"You don't go through all the hardships of an ocean voyage to make ""friends"".",Positive
BATEMAN,Do you have a boyfriend?,Negative
BEAMEN,"He's still here. Let me buy you a drink. I'll tell you all about it. Hell, I'll have him tell you.",Positive
JENNY,I wasn't expecting you.,Negative
SCOTT EVIL,"OK. Well, I just really met my Dad for the first time three days ago. He was partially frozen for thirty years. I never knew him growing up. He comes back and now he wants me to take over the family business.",Positive
JOEL,"Well, I should probably get going.",Negative
MILO,"Say there's just one ""mole"" working there, like Barton at the DOJ. How do we know he's not the guy we've contacted? Or she? Or the guy she works for?",Negative
SUGAI,You want him dead too.,Negative
WILLIAM,"Aye, we'll get 'em.",Positive
HOMER,Did you bite it?,Negative
BOB,I didn't think there was an alarm.,Negative
ANDY WARHOL,I'm going to paint this can of soup and become famous and not give you any credit for it.,Negative
JUNEBUG,Good woman.  I trained her right.,Positive
APONE,Awright!  I want a nice clean dispersal this time.,Negative
